Date,Hs,P,W
"2012-11-4-19",1.4749,101690.0000,6.2000
"2012-11-4-20",1.7048,101670.0000,6.2000
"2012-11-4-21",1.4777,101690.0000,6.8000
"2012-11-4-22",1.4938,101690.0000,6.6000
"2012-11-4-23",1.6015,101730.0000,6.9000
"2012-11-5-0",1.6901,101780.0000,6.5000
"2012-11-5-1",1.6037,101790.0000,6.1000
"2012-11-5-2",1.6391,101780.0000,6.3000
"2012-11-5-3",1.5538,101750.0000,6.5000
"2012-11-5-4",1.6178,101700.0000,6.2000
"2012-11-5-5",1.6979,101630.0000,6.8000
"2012-11-5-6",1.6141,101600.0000,5.7000
"2012-11-5-7",1.6373,101550.0000,5.6000
"2012-11-5-8",1.6971,101520.0000,5.3000
"2012-11-5-9",1.6741,101540.0000,5.6000
"2012-11-5-10",1.6945,101580.0000,5.7000
"2012-11-5-11",1.6793,101620.0000,5.4000
"2012-11-5-12",1.6207,101650.0000,5.9000
"2012-11-5-13",1.7406,101700.0000,5.9000
"2012-11-5-14",1.6030,101710.0000,6.6000
"2012-11-5-15",1.7499,101670.0000,6.3000
"2012-11-5-16",1.5305,101600.0000,5.5000
"2012-11-5-17",1.5587,101530.0000,5.6000
"2012-11-5-18",1.4670,101420.0000,5.9000
"2012-11-5-19",1.5020,101370.0000,6.7000
"2012-11-5-20",1.4165,101390.0000,6.5000
"2012-11-5-21",1.4133,101410.0000,6.2000
"2012-11-5-22",1.4929,101400.0000,6.5000
"2012-11-5-23",1.5814,101430.0000,6.3000
"2012-11-6-0",1.4618,101420.0000,6.6000
"2012-11-6-1",1.5238,101470.0000,6.3000
"2012-11-6-2",1.5070,101510.0000,6.6000
"2012-11-6-3",1.6140,101520.0000,11.4000
"2012-11-6-4",1.5302,101490.0000,5.5000
"2012-11-6-5",1.4222,101440.0000,4.2000
"2012-11-6-6",1.4843,101340.0000,4.2000
"2012-11-6-7",1.5604,101300.0000,6.1000
"2012-11-6-8",1.4662,101320.0000,2.2000
"2012-11-6-9",1.4285,101320.0000,5.5000
"2012-11-6-10",1.4673,101320.0000,7.5000
"2012-11-6-11",1.5077,101360.0000,9.4000
"2012-11-6-12",1.5612,101380.0000,7.3000
"2012-11-6-13",1.5621,101410.0000,6.4000
"2012-11-6-14",1.6198,101400.0000,7.0000
"2012-11-6-15",1.5885,101390.0000,5.3000
"2012-11-6-16",1.6475,101320.0000,8.1000
"2012-11-6-17",1.7778,101210.0000,7.8000
"2012-11-6-18",1.7434,101150.0000,7.4000
"2012-11-6-19",1.6648,101130.0000,8.1000
"2012-11-6-20",NaN,NaN,NaN
"2012-11-6-21",1.6524,101160.0000,6.6000
"2012-11-6-22",1.5702,101180.0000,3.2000
"2012-11-6-23",1.3799,101220.0000,5.4000
"2012-11-7-0",1.4967,101240.0000,5.1000
"2012-11-7-1",1.5039,101280.0000,3.7000
"2012-11-7-2",1.5194,101300.0000,3.5000
"2012-11-7-3",1.4106,101360.0000,2.5000
"2012-11-7-4",1.3507,101280.0000,2.2000
"2012-11-7-5",1.4796,101210.0000,2.7000
"2012-11-7-6",1.3097,101130.0000,5.9000
"2012-11-7-7",1.2062,101070.0000,8.0000
"2012-11-7-8",1.4029,101070.0000,7.8000
"2012-11-7-9",1.3502,101100.0000,8.2000
"2012-11-7-10",1.4636,101150.0000,8.2000
"2012-11-7-11",1.3740,101200.0000,8.0000
"2012-11-7-12",1.3116,101220.0000,5.5000
"2012-11-7-13",1.2692,101260.0000,5.7000
"2012-11-7-14",1.1591,101330.0000,6.1000
"2012-11-7-15",1.0619,101310.0000,5.3000
"2012-11-7-16",1.0151,101270.0000,5.8000
"2012-11-7-17",1.0205,101180.0000,6.1000
"2012-11-7-18",1.0527,101130.0000,5.2000
"2012-11-7-19",0.9238,101140.0000,6.4000
"2012-11-7-20",0.9584,101130.0000,5.7000
"2012-11-7-21",1.0546,101150.0000,4.6000
"2012-11-7-22",0.9861,101190.0000,3.4000
"2012-11-7-23",0.9860,101230.0000,3.7000
"2012-11-8-0",1.1516,101280.0000,3.6000
"2012-11-8-1",1.0371,101330.0000,3.6000
"2012-11-8-2",1.0586,101360.0000,3.2000
"2012-11-8-3",0.9603,101360.0000,3.0000
"2012-11-8-4",0.9949,101340.0000,2.3000
"2012-11-8-5",1.0126,101310.0000,1.8000
"2012-11-8-6",0.9274,101270.0000,1.7000
"2012-11-8-7",0.9281,101230.0000,1.4000
"2012-11-8-8",0.9443,101220.0000,3.7000
"2012-11-8-9",1.0335,101230.0000,4.5000
"2012-11-8-10",1.0103,101270.0000,5.0000
"2012-11-8-11",0.9430,101330.0000,5.4000
"2012-11-8-12",0.9762,101420.0000,5.5000
"2012-11-8-13",0.8255,101430.0000,5.8000
"2012-11-8-14",0.9555,101480.0000,5.2000
"2012-11-8-15",0.9734,101470.0000,4.3000
"2012-11-8-16",0.8682,101450.0000,4.9000
"2012-11-8-17",0.9905,101350.0000,4.0000
"2012-11-8-18",0.8470,101340.0000,4.8000
"2012-11-8-19",0.9431,101280.0000,4.0000
"2012-11-8-20",0.9301,101270.0000,6.8000
"2012-11-8-21",0.9296,101280.0000,4.5000
"2012-11-8-22",1.1625,101330.0000,5.4000
"2012-11-8-23",1.1821,101350.0000,4.5000
"2012-11-9-0",1.3425,101390.0000,5.1000
"2012-11-9-1",1.2874,101460.0000,6.2000
"2012-11-9-2",1.3927,101460.0000,7.2000
"2012-11-9-3",1.5581,101490.0000,7.4000
"2012-11-9-4",1.6640,101470.0000,7.5000
"2012-11-9-5",1.6292,101420.0000,7.6000
"2012-11-9-6",1.7424,101370.0000,7.1000
"2012-11-9-7",1.8664,101330.0000,7.5000
"2012-11-9-8",2.0045,101320.0000,7.2000
"2012-11-9-9",2.0086,101370.0000,7.9000
"2012-11-9-10",2.2317,101410.0000,7.5000
"2012-11-9-11",2.1148,101470.0000,7.6000
"2012-11-9-12",2.1466,101540.0000,7.5000
"2012-11-9-13",2.0107,101620.0000,6.7000
"2012-11-9-14",2.1723,101690.0000,5.9000
"2012-11-9-15",2.2123,101700.0000,5.4000
"2012-11-9-16",2.0440,101680.0000,6.0000
"2012-11-9-17",2.0209,101630.0000,7.0000
"2012-11-9-18",2.2993,101560.0000,7.5000
"2012-11-9-19",2.2323,101510.0000,7.9000
"2012-11-9-20",2.1399,101470.0000,9.4000
"2012-11-9-21",2.1831,101490.0000,8.9000
"2012-11-9-22",2.3209,101560.0000,8.1000
"2012-11-9-23",2.2669,101620.0000,9.3000
"2012-11-10-0",2.3302,101670.0000,9.0000
"2012-11-10-1",2.3758,101710.0000,8.4000
"2012-11-10-2",2.4043,101720.0000,8.6000
"2012-11-10-3",2.3083,101740.0000,7.6000
"2012-11-10-4",2.3031,101710.0000,7.2000
"2012-11-10-5",2.3523,101660.0000,6.6000
"2012-11-10-6",2.2632,101640.0000,7.4000
"2012-11-10-7",2.1265,101590.0000,8.6000
"2012-11-10-8",2.1983,101570.0000,8.6000
"2012-11-10-9",2.1671,101610.0000,8.1000
"2012-11-10-10",2.2451,101650.0000,9.0000
"2012-11-10-11",2.2262,101710.0000,8.9000
"2012-11-10-12",2.2004,101790.0000,8.4000
"2012-11-10-13",2.4019,101870.0000,9.8000
"2012-11-10-14",2.3333,101910.0000,9.5000
"2012-11-10-15",2.3085,101900.0000,9.7000
"2012-11-10-16",2.4603,101890.0000,9.5000
"2012-11-10-17",2.3845,101840.0000,10.2000
"2012-11-10-18",2.6526,101800.0000,8.8000
"2012-11-10-19",2.5150,101740.0000,9.1000
"2012-11-10-20",2.5690,101710.0000,9.5000
"2012-11-10-21",2.7544,101760.0000,10.9000
"2012-11-10-22",2.7979,101800.0000,10.8000
"2012-11-10-23",2.8022,101870.0000,11.2000
"2012-11-11-0",2.8600,101900.0000,11.1000
"2012-11-11-1",2.7066,101960.0000,11.2000
"2012-11-11-2",2.7892,101970.0000,9.9000
"2012-11-11-3",2.7873,101990.0000,10.8000
"2012-11-11-4",2.7876,101930.0000,11.1000
"2012-11-11-5",2.7888,101900.0000,9.9000
"2012-11-11-6",2.7856,101880.0000,8.9000
"2012-11-11-7",2.6508,101800.0000,9.2000
"2012-11-11-8",2.4159,101780.0000,10.7000
"2012-11-11-9",2.6609,101770.0000,9.4000
"2012-11-11-10",2.6309,101820.0000,10.0000
"2012-11-11-11",2.5128,101880.0000,8.9000
"2012-11-11-12",2.4684,101910.0000,9.0000
"2012-11-11-13",2.5803,101970.0000,8.8000
"2012-11-11-14",2.7271,102000.0000,8.9000
"2012-11-11-15",2.6337,102000.0000,8.5000
"2012-11-11-16",2.7645,101960.0000,8.9000
"2012-11-11-17",2.6990,101880.0000,9.5000
"2012-11-11-18",2.8709,101810.0000,9.9000
"2012-11-11-19",3.1472,101750.0000,9.2000
"2012-11-11-20",2.9329,101720.0000,9.3000
"2012-11-11-21",2.8387,101740.0000,10.7000
"2012-11-11-22",3.1368,101790.0000,10.9000
"2012-11-11-23",3.0594,101840.0000,11.7000
"2012-11-12-0",3.1597,101870.0000,11.6000
"2012-11-12-1",3.4149,101930.0000,11.2000
"2012-11-12-2",3.5558,101930.0000,11.5000
"2012-11-12-3",3.4060,101930.0000,10.2000
"2012-11-12-4",3.2688,101890.0000,10.4000
"2012-11-12-5",3.3661,101850.0000,11.0000
"2012-11-12-6",3.3907,101810.0000,9.7000
"2012-11-12-7",3.4590,101740.0000,11.1000
"2012-11-12-8",3.5470,101710.0000,10.4000
"2012-11-12-9",3.3016,101700.0000,10.6000
"2012-11-12-10",3.2498,101700.0000,9.5000
"2012-11-12-11",3.3208,101770.0000,9.4000
"2012-11-12-12",3.1514,101810.0000,9.6000
"2012-11-12-13",3.2934,101850.0000,10.5000
"2012-11-12-14",2.9107,101840.0000,10.2000
"2012-11-12-15",3.5170,101830.0000,10.0000
"2012-11-12-16",3.1616,101780.0000,10.0000
"2012-11-12-17",3.2137,101670.0000,10.4000
"2012-11-12-18",3.0738,101620.0000,9.8000
"2012-11-12-19",3.1068,101600.0000,9.9000
"2012-11-12-20",3.0282,101540.0000,9.8000
"2012-11-12-21",3.1575,101540.0000,8.5000
"2012-11-12-22",3.2668,101500.0000,9.7000
"2012-11-12-23",3.3117,101540.0000,8.7000
"2012-11-13-0",3.0148,101590.0000,8.6000
"2012-11-13-1",3.0691,101610.0000,8.9000
"2012-11-13-2",2.7680,101660.0000,8.8000
"2012-11-13-3",3.0738,101620.0000,8.2000
"2012-11-13-4",2.8788,101560.0000,7.8000
"2012-11-13-5",2.6910,101530.0000,7.4000
"2012-11-13-6",2.7344,101490.0000,6.7000
"2012-11-13-7",2.7014,101430.0000,7.2000
"2012-11-13-8",2.5829,101370.0000,7.2000
"2012-11-13-9",2.5264,101330.0000,5.9000
"2012-11-13-10",2.7487,101340.0000,4.6000
"2012-11-13-11",2.4334,101420.0000,2.5000
"2012-11-13-12",2.6080,101520.0000,1.6000
"2012-11-13-13",3.0100,101560.0000,1.1000
"2012-11-13-14",2.5500,101610.0000,1.1000
"2012-11-13-15",2.5688,101570.0000,3.4000
"2012-11-13-16",2.6630,101540.0000,1.9000
"2012-11-13-17",2.7486,101460.0000,2.0000
"2012-11-13-18",2.4360,101360.0000,0.7000
"2012-11-13-19",2.8372,101350.0000,0.9000
"2012-11-13-20",2.5629,101320.0000,1.2000
"2012-11-13-21",2.6658,101340.0000,0.8000
"2012-11-13-22",2.5180,101370.0000,2.0000
"2012-11-13-23",2.5527,101390.0000,2.2000
"2012-11-14-0",2.8114,101460.0000,1.9000
"2012-11-14-1",2.5175,101510.0000,2.0000
"2012-11-14-2",2.7240,101540.0000,1.2000
"2012-11-14-3",2.7190,101530.0000,1.0000
"2012-11-14-4",2.5227,101510.0000,0.7000
"2012-11-14-5",2.4744,101470.0000,0.8000
"2012-11-14-6",2.2647,101440.0000,1.0000
"2012-11-14-7",2.5956,101420.0000,1.6000
"2012-11-14-8",2.6694,101410.0000,1.4000
"2012-11-14-9",2.4955,101410.0000,1.6000
"2012-11-14-10",2.3305,101440.0000,2.0000
"2012-11-14-11",2.3958,101490.0000,1.5000
"2012-11-14-12",2.4150,101550.0000,1.8000
"2012-11-14-13",2.5747,101630.0000,1.7000
"2012-11-14-14",2.3560,101690.0000,1.5000
"2012-11-14-15",2.3979,101670.0000,2.0000
"2012-11-14-16",2.4450,101630.0000,1.5000
"2012-11-14-17",2.4255,101560.0000,2.6000
"2012-11-14-18",2.5818,101510.0000,1.9000
"2012-11-14-19",2.3570,101490.0000,0.6000
"2012-11-14-20",2.5140,101450.0000,0.3000
"2012-11-14-21",2.2315,101480.0000,0.7000
"2012-11-14-22",2.0676,101490.0000,1.2000
"2012-11-14-23",2.1823,101530.0000,1.0000
"2012-11-15-0",2.2388,101570.0000,1.2000
"2012-11-15-1",2.2024,101600.0000,1.5000
"2012-11-15-2",2.0749,101650.0000,1.6000
"2012-11-15-3",2.3300,101660.0000,1.4000
"2012-11-15-4",2.1962,101650.0000,1.3000
"2012-11-15-5",2.1509,101610.0000,1.7000
"2012-11-15-6",2.2348,101570.0000,1.5000
"2012-11-15-7",1.9425,101510.0000,2.1000
"2012-11-15-8",2.0377,101470.0000,2.5000
"2012-11-15-9",2.2043,101470.0000,2.3000
"2012-11-15-10",2.1291,101480.0000,3.4000
"2012-11-15-11",2.2094,101520.0000,3.3000
"2012-11-15-12",2.1789,101560.0000,3.6000
"2012-11-15-13",2.0565,101620.0000,3.2000
"2012-11-15-14",2.0209,101680.0000,3.0000
"2012-11-15-15",1.9590,101670.0000,2.9000
"2012-11-15-16",2.1282,101630.0000,3.0000
"2012-11-15-17",1.9653,101550.0000,3.4000
"2012-11-15-18",1.8830,101510.0000,3.8000
"2012-11-15-19",1.7543,101480.0000,3.2000
"2012-11-15-20",1.7816,101470.0000,3.9000
"2012-11-15-21",1.6561,101500.0000,3.9000
"2012-11-15-22",1.9347,101530.0000,4.3000
"2012-11-15-23",1.5930,101540.0000,5.1000
"2012-11-16-0",1.7501,101570.0000,5.3000
"2012-11-16-1",1.9577,101610.0000,5.4000
"2012-11-16-2",1.7791,101660.0000,5.1000
"2012-11-16-3",1.8469,101640.0000,5.2000
"2012-11-16-4",2.1236,101610.0000,5.5000
"2012-11-16-5",1.9624,101580.0000,5.1000
"2012-11-16-6",1.9362,101550.0000,5.8000
"2012-11-16-7",2.1261,101490.0000,5.5000
"2012-11-16-8",2.1751,101490.0000,5.8000
"2012-11-16-9",2.0495,101480.0000,5.3000
"2012-11-16-10",2.0208,101490.0000,5.5000
"2012-11-16-11",2.1818,101500.0000,5.8000
"2012-11-16-12",1.9452,101550.0000,7.3000
"2012-11-16-13",2.0026,101620.0000,6.6000
"2012-11-16-14",2.1558,101650.0000,6.7000
"2012-11-16-15",2.1147,101670.0000,5.9000
"2012-11-16-16",1.9213,101630.0000,5.8000
"2012-11-16-17",2.0715,101530.0000,6.4000
"2012-11-16-18",2.1884,101480.0000,6.9000
"2012-11-16-19",1.9274,101480.0000,5.7000
"2012-11-16-20",2.0366,101470.0000,6.8000
"2012-11-16-21",2.0660,101470.0000,7.1000
"2012-11-16-22",1.9707,101510.0000,6.3000
"2012-11-16-23",2.0559,101570.0000,6.3000
"2012-11-17-0",2.0794,101590.0000,6.0000
"2012-11-17-1",2.1807,101590.0000,5.9000
"2012-11-17-2",2.1740,101680.0000,8.3000
"2012-11-17-3",2.0944,101690.0000,8.7000
"2012-11-17-4",2.2250,101610.0000,8.2000
"2012-11-17-5",2.2144,101510.0000,7.6000
"2012-11-17-6",2.2793,101490.0000,7.0000
"2012-11-17-7",2.3065,101460.0000,7.4000
"2012-11-17-8",2.3544,101420.0000,8.0000
"2012-11-17-9",2.4952,101400.0000,7.6000
"2012-11-17-10",2.2076,101400.0000,9.1000
"2012-11-17-11",2.0718,101510.0000,7.8000
"2012-11-17-12",2.2798,101490.0000,8.2000
"2012-11-17-13",2.4092,101530.0000,8.7000
"2012-11-17-14",2.4220,101610.0000,8.7000
"2012-11-17-15",2.5511,101610.0000,8.7000
"2012-11-17-16",2.6313,101630.0000,6.8000
"2012-11-17-17",2.4193,101590.0000,6.0000
"2012-11-17-18",2.5300,101500.0000,5.7000
"2012-11-17-19",2.3899,101480.0000,5.8000
"2012-11-17-20",2.2409,101480.0000,6.0000
"2012-11-17-21",2.2865,101510.0000,5.5000
"2012-11-17-22",2.2316,101500.0000,4.1000
"2012-11-17-23",2.1595,101530.0000,3.3000
"2012-11-18-0",2.0752,101570.0000,3.5000
"2012-11-18-1",2.0162,101580.0000,2.5000
"2012-11-18-2",1.9491,101580.0000,3.3000
"2012-11-18-3",2.1030,101570.0000,3.3000
"2012-11-18-4",2.0532,101550.0000,4.3000
"2012-11-18-5",1.9218,101550.0000,4.0000
"2012-11-18-6",1.9885,101500.0000,3.5000
"2012-11-18-7",1.9268,101420.0000,4.4000
"2012-11-18-8",1.8099,101390.0000,4.0000
"2012-11-18-9",1.8241,101400.0000,4.3000
"2012-11-18-10",1.9485,101450.0000,5.4000
"2012-11-18-11",1.8636,101530.0000,4.0000
"2012-11-18-12",1.8982,101550.0000,5.8000
"2012-11-18-13",1.8516,101620.0000,5.5000
"2012-11-18-14",1.9338,101640.0000,5.4000
"2012-11-18-15",1.8433,101630.0000,4.9000
"2012-11-18-16",2.0267,101590.0000,5.2000
"2012-11-18-17",1.6891,101480.0000,4.3000
"2012-11-18-18",1.8693,101450.0000,4.3000
"2012-11-18-19",1.8419,101420.0000,4.6000
"2012-11-18-20",1.8180,101420.0000,3.8000
"2012-11-18-21",2.0085,101430.0000,2.8000
"2012-11-18-22",1.9270,101490.0000,3.0000
"2012-11-18-23",1.7657,101510.0000,3.1000
"2012-11-19-0",1.5911,101550.0000,3.5000
"2012-11-19-1",1.7732,101590.0000,4.0000
"2012-11-19-2",1.8525,101600.0000,4.4000
"2012-11-19-3",1.6731,101630.0000,4.9000
"2012-11-19-4",1.6090,101600.0000,3.9000
"2012-11-19-5",1.5129,101560.0000,3.7000
"2012-11-19-6",1.6592,101510.0000,2.8000
"2012-11-19-7",1.8451,101460.0000,3.5000
"2012-11-19-8",1.5344,101430.0000,3.3000
"2012-11-19-9",1.8396,101410.0000,1.7000
"2012-11-19-10",1.7817,101470.0000,2.1000
"2012-11-19-11",1.6765,101470.0000,2.1000
"2012-11-19-12",1.8872,101470.0000,2.4000
"2012-11-19-13",1.8198,101510.0000,1.5000
"2012-11-19-14",1.7898,101610.0000,1.9000
"2012-11-19-15",1.7557,101540.0000,1.5000
"2012-11-19-16",1.6291,101490.0000,2.0000
"2012-11-19-17",1.6649,101410.0000,1.9000
"2012-11-19-18",1.7650,101230.0000,1.5000
"2012-11-19-19",1.7028,101240.0000,1.8000
"2012-11-19-20",1.6962,101280.0000,0.9000
"2012-11-19-21",1.7815,101270.0000,0.3000
"2012-11-19-22",1.7613,101290.0000,0.4000
"2012-11-19-23",1.7955,101280.0000,1.1000
"2012-11-20-0",1.6968,101280.0000,1.4000
"2012-11-20-1",1.7706,101280.0000,0.9000
"2012-11-20-2",1.6729,101280.0000,1.8000
"2012-11-20-3",1.7018,101290.0000,0.8000
"2012-11-20-4",1.6273,101260.0000,1.1000
"2012-11-20-5",1.6827,101160.0000,1.8000
"2012-11-20-6",1.6125,101130.0000,1.9000
"2012-11-20-7",1.7234,101040.0000,1.9000
"2012-11-20-8",1.6195,101000.0000,1.5000
"2012-11-20-9",1.5259,101000.0000,1.8000
"2012-11-20-10",1.7505,101030.0000,4.0000
"2012-11-20-11",1.8042,101090.0000,5.2000
"2012-11-20-12",1.6437,101140.0000,0.9000
"2012-11-20-13",1.6592,101160.0000,2.3000
"2012-11-20-14",1.9674,101210.0000,5.8000
"2012-11-20-15",1.7246,101210.0000,6.1000
"2012-11-20-16",1.6373,101170.0000,6.0000
"2012-11-20-17",1.8166,101080.0000,6.1000
"2012-11-20-18",1.8638,101010.0000,5.5000
"2012-11-20-19",1.9337,100980.0000,5.8000
"2012-11-20-20",1.6023,100980.0000,5.4000
"2012-11-20-21",1.7535,100990.0000,5.4000
"2012-11-20-22",1.7066,101000.0000,4.8000
"2012-11-20-23",1.4939,101020.0000,5.0000
"2012-11-21-0",1.6260,101060.0000,5.3000
"2012-11-21-1",1.7077,101100.0000,5.2000
"2012-11-21-2",1.5020,101120.0000,5.4000
"2012-11-21-3",1.6380,101140.0000,5.8000
"2012-11-21-4",1.4238,101130.0000,6.2000
"2012-11-21-5",1.5918,101100.0000,5.9000
"2012-11-21-6",1.4647,101060.0000,6.3000
"2012-11-21-7",1.5760,101000.0000,5.3000
"2012-11-21-8",1.4743,100960.0000,6.6000
"2012-11-21-9",1.4915,100960.0000,6.4000
"2012-11-21-10",1.5987,101000.0000,7.5000
"2012-11-21-11",1.5259,101040.0000,6.4000
"2012-11-21-12",1.6206,101110.0000,6.1000
"2012-11-21-13",1.7326,101160.0000,5.1000
"2012-11-21-14",1.7487,101200.0000,4.6000
"2012-11-21-15",1.5426,101160.0000,5.3000
"2012-11-21-16",1.6198,101110.0000,5.2000
"2012-11-21-17",1.6651,101040.0000,6.4000
"2012-11-21-18",1.6817,100970.0000,7.6000
"2012-11-21-19",1.5904,100950.0000,6.6000
"2012-11-21-20",1.6941,100920.0000,7.0000
"2012-11-21-21",1.6384,100940.0000,6.6000
"2012-11-21-22",1.6755,100960.0000,6.6000
"2012-11-21-23",1.6460,100980.0000,6.2000
"2012-11-22-0",1.5147,101040.0000,6.3000
"2012-11-22-1",1.5213,101090.0000,6.3000
"2012-11-22-2",1.3751,101100.0000,6.3000
"2012-11-22-3",1.4619,101090.0000,6.4000
"2012-11-22-4",1.5075,101060.0000,6.0000
"2012-11-22-5",1.5421,101020.0000,7.1000
"2012-11-22-6",1.6933,101000.0000,5.9000
"2012-11-22-7",1.5696,100940.0000,7.5000
"2012-11-22-8",1.6135,100920.0000,6.3000
"2012-11-22-9",1.7873,100920.0000,5.9000
"2012-11-22-10",1.8389,100940.0000,7.2000
"2012-11-22-11",1.7321,101000.0000,6.2000
"2012-11-22-12",1.9851,101060.0000,7.5000
"2012-11-22-13",1.9641,101120.0000,7.8000
"2012-11-22-14",1.9672,101210.0000,6.4000
"2012-11-22-15",1.9213,101190.0000,6.3000
"2012-11-22-16",1.8718,101170.0000,7.6000
"2012-11-22-17",1.8052,101120.0000,6.3000
"2012-11-22-18",1.8781,101050.0000,4.1000
"2012-11-22-19",1.8413,101070.0000,7.1000
"2012-11-22-20",1.9695,101020.0000,3.4000
"2012-11-22-21",1.9400,101010.0000,6.1000
"2012-11-22-22",1.6483,101060.0000,7.2000
"2012-11-22-23",1.8206,101110.0000,7.5000
"2012-11-23-0",1.8440,101180.0000,6.1000
"2012-11-23-1",2.0018,101210.0000,7.3000
"2012-11-23-2",1.8624,101220.0000,6.7000
"2012-11-23-3",1.7925,101250.0000,7.7000
"2012-11-23-4",1.9342,101220.0000,7.6000
"2012-11-23-5",1.8969,101180.0000,8.7000
"2012-11-23-6",2.0578,101170.0000,9.5000
"2012-11-23-7",1.9125,101120.0000,10.0000
"2012-11-23-8",2.2231,101100.0000,10.0000
"2012-11-23-9",2.2928,101090.0000,9.2000
"2012-11-23-10",2.3964,101110.0000,9.5000
"2012-11-23-11",2.5328,101180.0000,8.6000
"2012-11-23-12",2.5716,101240.0000,10.3000
"2012-11-23-13",2.4402,101310.0000,9.6000
"2012-11-23-14",2.7632,101330.0000,8.6000
"2012-11-23-15",2.6787,101330.0000,9.6000
"2012-11-23-16",2.8950,101280.0000,9.2000
"2012-11-23-17",3.0340,101210.0000,9.3000
"2012-11-23-18",3.1244,101150.0000,8.7000
"2012-11-23-19",2.9023,101120.0000,8.6000
"2012-11-23-20",2.7333,101110.0000,9.1000
"2012-11-23-21",2.9085,101130.0000,9.4000
"2012-11-23-22",2.6637,101190.0000,7.5000
"2012-11-23-23",2.7611,101240.0000,6.9000
"2012-11-24-0",2.5180,101310.0000,6.8000
"2012-11-24-1",2.5582,101370.0000,6.1000
"2012-11-24-2",2.4206,101380.0000,6.1000
"2012-11-24-3",2.5176,101410.0000,6.2000
"2012-11-24-4",2.4718,101370.0000,5.9000
"2012-11-24-5",2.3688,101350.0000,5.9000
"2012-11-24-6",2.3604,101320.0000,5.6000
"2012-11-24-7",2.2384,101270.0000,6.0000
"2012-11-24-8",2.1891,101270.0000,6.1000
"2012-11-24-9",2.3122,101300.0000,5.1000
"2012-11-24-10",2.4859,101320.0000,5.2000
"2012-11-24-11",2.2190,101390.0000,6.3000
"2012-11-24-12",2.2690,101480.0000,5.4000
"2012-11-24-13",2.4192,101560.0000,4.9000
"2012-11-24-14",2.6797,101630.0000,4.7000
"2012-11-24-15",2.4721,101640.0000,4.6000
"2012-11-24-16",2.5655,101590.0000,4.8000
"2012-11-24-17",2.7450,101500.0000,4.6000
"2012-11-24-18",2.5882,101450.0000,4.3000
"2012-11-24-19",2.7390,101430.0000,2.6000
"2012-11-24-20",2.7354,101430.0000,3.4000
"2012-11-24-21",2.7598,101440.0000,2.3000
"2012-11-24-22",2.6456,101450.0000,2.0000
"2012-11-24-23",2.3812,101510.0000,2.3000
"2012-11-25-0",2.2897,101590.0000,2.5000
"2012-11-25-1",2.3458,101630.0000,1.7000
"2012-11-25-2",2.3168,101680.0000,1.0000
"2012-11-25-3",2.3962,101680.0000,0.5000
"2012-11-25-4",2.4421,101660.0000,0.4000
"2012-11-25-5",2.4105,101640.0000,0.5000
"2012-11-25-6",2.1527,101630.0000,0.5000
"2012-11-25-7",2.2458,101600.0000,0.9000
"2012-11-25-8",2.1001,101590.0000,1.5000
"2012-11-25-9",2.1839,101600.0000,1.4000
"2012-11-25-10",2.1396,101640.0000,1.6000
"2012-11-25-11",2.1113,101690.0000,1.0000
"2012-11-25-12",1.8883,101760.0000,1.1000
"2012-11-25-13",1.9114,101850.0000,1.6000
"2012-11-25-14",1.9594,101940.0000,1.7000
"2012-11-25-15",1.7806,101960.0000,2.6000
"2012-11-25-16",1.9247,101890.0000,2.5000
"2012-11-25-17",1.7123,101830.0000,2.6000
"2012-11-25-18",1.7127,101770.0000,3.2000
"2012-11-25-19",1.6491,101740.0000,2.4000
"2012-11-25-20",1.6899,101720.0000,2.1000
"2012-11-25-21",1.7051,101750.0000,3.7000
"2012-11-25-22",1.6948,101790.0000,4.6000
"2012-11-25-23",1.6174,101870.0000,5.0000
"2012-11-26-0",1.7006,101960.0000,3.8000
"2012-11-26-1",1.6135,102030.0000,2.9000
"2012-11-26-2",1.6192,102050.0000,3.3000
"2012-11-26-3",1.5579,102070.0000,3.5000
"2012-11-26-4",1.5913,102060.0000,3.8000
"2012-11-26-5",1.4812,102010.0000,3.7000
"2012-11-26-6",1.5525,101990.0000,3.2000
"2012-11-26-7",1.4954,101950.0000,3.4000
"2012-11-26-8",1.4921,101950.0000,3.6000
"2012-11-26-9",1.3627,101930.0000,4.4000
"2012-11-26-10",1.3977,101980.0000,4.4000
"2012-11-26-11",1.5450,102050.0000,4.5000
"2012-11-26-12",1.3793,102080.0000,5.2000
"2012-11-26-13",1.3869,102160.0000,5.2000
"2012-11-26-14",1.3904,102240.0000,4.8000
"2012-11-26-15",1.3729,102250.0000,4.6000
"2012-11-26-16",1.4695,102210.0000,5.0000
"2012-11-26-17",1.5057,102130.0000,5.5000
"2012-11-26-18",1.3347,102080.0000,5.7000
"2012-11-26-19",1.6160,102070.0000,5.6000
"2012-11-26-20",1.5178,102060.0000,6.1000
"2012-11-26-21",1.5752,102090.0000,5.7000
"2012-11-26-22",1.7629,102110.0000,7.4000
"2012-11-26-23",1.7870,102150.0000,7.9000
"2012-11-27-0",1.7723,102200.0000,8.8000
"2012-11-27-1",1.9624,102250.0000,8.2000
"2012-11-27-2",1.8892,102280.0000,8.0000
"2012-11-27-3",1.8986,102280.0000,7.8000
"2012-11-27-4",1.8030,102230.0000,7.5000
